Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services,Hospital_Name,Provider_Number,State,Measure_Name,Number_of_Discharges,Footnote,Excess_Readmission_Ratio,Predicted_Readmission_Rate,Expected_Readmission_Rate,Number_of_Readmissions,Start_Date,End_Date
20026,"ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR",ANCHORAGE,AK,99508,ANCHORAGE,9075632662,"Acute Care Hospitals","Government - Federal",Yes,"ALASKA NATIVE MEDICAL CENTER",20026,2,READM-30-AMI-HRRP,31,,1.0858,16.9,15.6,9,7/1/2009,"6/30/2012"
20026,"ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR",ANCHORAGE,AK,99508,ANCHORAGE,9075632662,"Acute Care Hospitals","Government - Federal",Yes,"ALASKA NATIVE MEDICAL CENTER",20026,2,READM-30-HF-HRRP,93,,1.0567,21.5,20.4,23,7/1/2009,"6/30/2012"
20026,"ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR",ANCHORAGE,AK,99508,ANCHORAGE,9075632662,"Acute Care Hospitals","Government - Federal",Yes,"ALASKA NATIVE MEDICAL CENTER",20026,2,READM-30-PN-HRRP,172,,1.0914,17.5,16.1,35,7/1/2009,"6/30/2012"
30012,"YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD",PRESCOTT,AZ,86301,YAVAPAI,9287715676,"Acute Care Hospitals","Government - Local",Yes,"YAVAPAI REGIONAL MEDICAL CENTER",30012,3,READM-30-AMI-HRRP,319,,0.867,13.3,15.3,36,7/1/2009,"6/30/2012"
30012,"YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD",PRESCOTT,AZ,86301,YAVAPAI,9287715676,"Acute Care Hospitals","Government - Local",Yes,"YAVAPAI REGIONAL MEDICAL CENTER",30012,3,READM-30-HF-HRRP,259,,0.9838,21.2,21.5,54,7/1/2009,"6/30/2012"
30012,"YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD",PRESCOTT,AZ,86301,YAVAPAI,9287715676,"Acute Care Hospitals","Government - Local",Yes,"YAVAPAI REGIONAL MEDICAL CENTER",30012,3,READM-30-PN-HRRP,432,,0.9979,16.7,16.7,72,7/1/2009,"6/30/2012"
30022,"MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET",PHOENIX,AZ,85008,MARICOPA,6023445011,"Acute Care Hospitals","Government - Local",Yes,"MARICOPA MEDICAL CENTER",30022,3,READM-30-AMI-HRRP,9,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30022,"MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET",PHOENIX,AZ,85008,MARICOPA,6023445011,"Acute Care Hospitals","Government - Local",Yes,"MARICOPA MEDICAL CENTER",30022,3,READM-30-HF-HRRP,22,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30022,"MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET",PHOENIX,AZ,85008,MARICOPA,6023445011,"Acute Care Hospitals","Government - Local",Yes,"MARICOPA MEDICAL CENTER",30022,3,READM-30-PN-HRRP,26,,0.9998,15.4,15.4,4,7/1/2009,"6/30/2012"
30055,"KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD",KINGMAN,AZ,86409,MOHAVE,9287572101,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"KINGMAN REGIONAL MEDICAL CENTER",30055,3,READM-30-AMI-HRRP,163,,0.8629,14.6,16.9,17,7/1/2009,"6/30/2012"
30055,"KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD",KINGMAN,AZ,86409,MOHAVE,9287572101,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"KINGMAN REGIONAL MEDICAL CENTER",30055,3,READM-30-HF-HRRP,362,,0.9597,22.2,23.1,78,7/1/2009,"6/30/2012"
30055,"KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD",KINGMAN,AZ,86409,MOHAVE,9287572101,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"KINGMAN REGIONAL MEDICAL CENTER",30055,3,READM-30-PN-HRRP,460,,1.0187,18.2,17.9,85,7/1/2009,"6/30/2012"
30068,"MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE",SAFFORD,AZ,85546,GRAHAM,9283484000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MT GRAHAM REGIONAL MEDICAL CENTER",30068,3,READM-30-AMI-HRRP,10,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30068,"MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE",SAFFORD,AZ,85546,GRAHAM,9283484000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MT GRAHAM REGIONAL MEDICAL CENTER",30068,3,READM-30-HF-HRRP,53,,0.9923,19.6,19.8,10,7/1/2009,"6/30/2012"
30068,"MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE",SAFFORD,AZ,85546,GRAHAM,9283484000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MT GRAHAM REGIONAL MEDICAL CENTER",30068,3,READM-30-PN-HRRP,169,,1,14.8,14.8,25,7/1/2009,"6/30/2012"
30071,"FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE",AZ,86504,APACHE,9287298000,"Acute Care Hospitals","Government - Federal",Yes,"FORT DEFIANCE INDIAN HOSPITAL",30071,3,READM-30-AMI-HRRP,3,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30071,"FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE",AZ,86504,APACHE,9287298000,"Acute Care Hospitals","Government - Federal",Yes,"FORT DEFIANCE INDIAN HOSPITAL",30071,3,READM-30-HF-HRRP,30,,1.0012,19.8,19.8,6,7/1/2009,"6/30/2012"
30071,"FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE",AZ,86504,APACHE,9287298000,"Acute Care Hospitals","Government - Federal",Yes,"FORT DEFIANCE INDIAN HOSPITAL",30071,3,READM-30-PN-HRRP,191,,0.9784,12.1,12.4,22,7/1/2009,"6/30/2012"
30074,"SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548",SELLS,AZ,85634,PIMA,5203837200,"Acute Care Hospitals","Government - Federal",No,"SELLS INDIAN HEALTH SERVICE HOSPITAL",30074,3,READM-30-AMI-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30074,"SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548",SELLS,AZ,85634,PIMA,5203837200,"Acute Care Hospitals","Government - Federal",No,"SELLS INDIAN HEALTH SERVICE HOSPITAL",30074,3,READM-30-HF-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30074,"SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548",SELLS,AZ,85634,PIMA,5203837200,"Acute Care Hospitals","Government - Federal",No,"SELLS INDIAN HEALTH SERVICE HOSPITAL",30074,3,READM-30-PN-HRRP,11,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30077,"SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","SAN CARLOS",AZ,85550,GILA,9284757347,"Acute Care Hospitals","Government - Federal",No,"SAN CARLOS INDIAN HOSPITAL",30077,3,READM-30-AMI-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30077,"SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","SAN CARLOS",AZ,85550,GILA,9284757347,"Acute Care Hospitals","Government - Federal",No,"SAN CARLOS INDIAN HOSPITAL",30077,3,READM-30-HF-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30077,"SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","SAN CARLOS",AZ,85550,GILA,9284757347,"Acute Care Hospitals","Government - Federal",No,"SAN CARLOS INDIAN HOSPITAL",30077,3,READM-30-PN-HRRP,2,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30078,"PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET",PHOENIX,AZ,85016,MARICOPA,6022631200,"Acute Care Hospitals","Government - Federal",No,"PHOENIX INDIAN MEDICAL CENTER",30078,3,READM-30-AMI-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30078,"PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET",PHOENIX,AZ,85016,MARICOPA,6022631200,"Acute Care Hospitals","Government - Federal",No,"PHOENIX INDIAN MEDICAL CENTER",30078,3,READM-30-HF-HRRP,5,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30078,"PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET",PHOENIX,AZ,85016,MARICOPA,6022631200,"Acute Care Hospitals","Government - Federal",No,"PHOENIX INDIAN MEDICAL CENTER",30078,3,READM-30-PN-HRRP,38,,0.9915,14.4,14.5,5,7/1/2009,"6/30/2012"
30084,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,"Acute Care Hospitals","Government - Federal",No,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",30084,3,READM-30-AMI-HRRP,9,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
30084,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,"Acute Care Hospitals","Government - Federal",No,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",30084,3,READM-30-HF-HRRP,48,,1.0876,21.9,20.1,15,7/1/2009,"6/30/2012"
30084,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,9286747001,"Acute Care Hospitals","Government - Federal",No,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",30084,3,READM-30-PN-HRRP,170,,0.9828,13.5,13.7,22,7/1/2009,"6/30/2012"
30089,"BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD",GLENDALE,AZ,85306,MARICOPA,6028655555,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BANNER THUNDERBIRD MEDICAL CENTER",30089,3,READM-30-AMI-HRRP,181,,1.1385,20.3,17.9,43,7/1/2009,"6/30/2012"
30089,"BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD",GLENDALE,AZ,85306,MARICOPA,6028655555,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BANNER THUNDERBIRD MEDICAL CENTER",30089,3,READM-30-HF-HRRP,491,,1.0671,25.3,23.7,128,7/1/2009,"6/30/2012"
30089,"BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD",GLENDALE,AZ,85306,MARICOPA,6028655555,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BANNER THUNDERBIRD MEDICAL CENTER",30089,3,READM-30-PN-HRRP,390,,1.1182,20.9,18.7,88,7/1/2009,"6/30/2012"
10001,"SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE",DOTHAN,AL,36301,HOUSTON,3347938701,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SOUTHEAST ALABAMA MEDICAL CENTER",10001,1,READM-30-AMI-HRRP,747,,0.9808,16,16.4,119,7/1/2009,"6/30/2012"
10001,"SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE",DOTHAN,AL,36301,HOUSTON,3347938701,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SOUTHEAST ALABAMA MEDICAL CENTER",10001,1,READM-30-HF-HRRP,901,,0.913,19.5,21.4,171,7/1/2009,"6/30/2012"
10001,"SOUTHEAST ALABAMA MEDICAL CENTER","1108 ROSS CLARK CIRCLE",DOTHAN,AL,36301,HOUSTON,3347938701,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"SOUTHEAST ALABAMA MEDICAL CENTER",10001,1,READM-30-PN-HRRP,368,,0.969,15.7,16.2,56,7/1/2009,"6/30/2012"
10005,"MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH",BOAZ,AL,35957,MARSHALL,2565938310,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MARSHALL MEDICAL CENTER SOUTH",10005,1,READM-30-AMI-HRRP,18,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
10005,"MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH",BOAZ,AL,35957,MARSHALL,2565938310,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MARSHALL MEDICAL CENTER SOUTH",10005,1,READM-30-HF-HRRP,248,,0.9453,21.8,23.1,51,7/1/2009,"6/30/2012"
10005,"MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH",BOAZ,AL,35957,MARSHALL,2565938310,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"MARSHALL MEDICAL CENTER SOUTH",10005,1,READM-30-PN-HRRP,331,,0.9377,16.5,17.6,51,7/1/2009,"6/30/2012"
10006,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET",FLORENCE,AL,35631,LAUDERDALE,2567688400,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ELIZA COFFEE MEMORIAL HOSPITAL",10006,1,READM-30-AMI-HRRP,310,,0.9275,14,15.1,40,7/1/2009,"6/30/2012"
10006,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET",FLORENCE,AL,35631,LAUDERDALE,2567688400,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ELIZA COFFEE MEMORIAL HOSPITAL",10006,1,READM-30-HF-HRRP,652,,0.8248,17.7,21.4,105,7/1/2009,"6/30/2012"
10006,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET",FLORENCE,AL,35631,LAUDERDALE,2567688400,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"ELIZA COFFEE MEMORIAL HOSPITAL",10006,1,READM-30-PN-HRRP,793,,0.9425,14.7,15.5,113,7/1/2009,"6/30/2012"
10019,"HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,35660,COLBERT,2563864556,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HELEN KELLER MEMORIAL HOSPITAL",10019,1,READM-30-AMI-HRRP,36,,1.0303,20.9,20.3,9,7/1/2009,"6/30/2012"
10019,"HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,35660,COLBERT,2563864556,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HELEN KELLER MEMORIAL HOSPITAL",10019,1,READM-30-HF-HRRP,305,,0.9085,19.7,21.7,55,7/1/2009,"6/30/2012"
10019,"HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,35660,COLBERT,2563864556,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HELEN KELLER MEMORIAL HOSPITAL",10019,1,READM-30-PN-HRRP,334,,0.9496,15.5,16.3,49,7/1/2009,"6/30/2012"
10021,"DALE MEDICAL CENTER","126 HOSPITAL AVE",OZARK,AL,36360,DALE,3347742601,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DALE MEDICAL CENTER",10021,1,READM-30-AMI-HRRP,17,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
10021,"DALE MEDICAL CENTER","126 HOSPITAL AVE",OZARK,AL,36360,DALE,3347742601,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DALE MEDICAL CENTER",10021,1,READM-30-HF-HRRP,90,,0.9321,22.1,23.7,16,7/1/2009,"6/30/2012"
10021,"DALE MEDICAL CENTER","126 HOSPITAL AVE",OZARK,AL,36360,DALE,3347742601,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"DALE MEDICAL CENTER",10021,1,READM-30-PN-HRRP,166,,0.9978,17.5,17.6,29,7/1/2009,"6/30/2012"
10023,"BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD",MONTGOMERY,AL,36116,MONTGOMERY,3342882100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BAPTIST MEDICAL CENTER SOUTH",10023,1,READM-30-AMI-HRRP,385,,1.0562,17.3,16.3,69,7/1/2009,"6/30/2012"
10023,"BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD",MONTGOMERY,AL,36116,MONTGOMERY,3342882100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BAPTIST MEDICAL CENTER SOUTH",10023,1,READM-30-HF-HRRP,537,,1.0136,22.8,22.5,123,7/1/2009,"6/30/2012"
10023,"BAPTIST MEDICAL CENTER SOUTH","2105 EAST SOUTH BOULEVARD",MONTGOMERY,AL,36116,MONTGOMERY,3342882100,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BAPTIST MEDICAL CENTER SOUTH",10023,1,READM-30-PN-HRRP,193,,1.0483,19.3,18.4,40,7/1/2009,"6/30/2012"
10032,"WEDOWEE HOSPITAL","209 NORTH MAIN STREET",WEDOWEE,AL,36278,RANDOLPH,2563572111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"WEDOWEE HOSPITAL",10032,1,READM-30-AMI-HRRP,5,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
10032,"WEDOWEE HOSPITAL","209 NORTH MAIN STREET",WEDOWEE,AL,36278,RANDOLPH,2563572111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"WEDOWEE HOSPITAL",10032,1,READM-30-HF-HRRP,60,,1.038,23.2,22.4,16,7/1/2009,"6/30/2012"
10032,"WEDOWEE HOSPITAL","209 NORTH MAIN STREET",WEDOWEE,AL,36278,RANDOLPH,2563572111,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"WEDOWEE HOSPITAL",10032,1,READM-30-PN-HRRP,114,,1.1009,19.7,17.9,28,7/1/2009,"6/30/2012"
10033,"UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET",BIRMINGHAM,AL,35233,JEFFERSON,2059344011,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF ALABAMA HOSPITAL",10033,1,READM-30-AMI-HRRP,273,,1.1171,19.3,17.3,58,7/1/2009,"6/30/2012"
10033,"UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET",BIRMINGHAM,AL,35233,JEFFERSON,2059344011,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF ALABAMA HOSPITAL",10033,1,READM-30-HF-HRRP,568,,0.9991,23.1,23.1,131,7/1/2009,"6/30/2012"
10033,"UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET",BIRMINGHAM,AL,35233,JEFFERSON,2059344011,"Acute Care Hospitals","Government - State",Yes,"UNIVERSITY OF ALABAMA HOSPITAL",10033,1,READM-30-PN-HRRP,440,,1.2007,21.2,17.7,104,7/1/2009,"6/30/2012"
10035,"CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157",CULLMAN,AL,35058,CULLMAN,2567372000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CULLMAN REGIONAL MEDICAL CENTER",10035,1,READM-30-AMI-HRRP,106,,0.9178,18,19.6,15,7/1/2009,"6/30/2012"
10035,"CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157",CULLMAN,AL,35058,CULLMAN,2567372000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CULLMAN REGIONAL MEDICAL CENTER",10035,1,READM-30-HF-HRRP,490,,1.039,22.6,21.8,113,7/1/2009,"6/30/2012"
10035,"CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157",CULLMAN,AL,35058,CULLMAN,2567372000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"CULLMAN REGIONAL MEDICAL CENTER",10035,1,READM-30-PN-HRRP,456,,0.9873,17.3,17.5,78,7/1/2009,"6/30/2012"
10039,"HUNTSVILLE HOSPITAL","101 SIVLEY RD",HUNTSVILLE,AL,35801,MADISON,2562651000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HUNTSVILLE HOSPITAL",10039,1,READM-30-AMI-HRRP,1150,,0.9154,14.3,15.7,161,7/1/2009,"6/30/2012"
10039,"HUNTSVILLE HOSPITAL","101 SIVLEY RD",HUNTSVILLE,AL,35801,MADISON,2562651000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HUNTSVILLE HOSPITAL",10039,1,READM-30-HF-HRRP,1723,,0.9597,22.7,23.6,388,7/1/2009,"6/30/2012"
10039,"HUNTSVILLE HOSPITAL","101 SIVLEY RD",HUNTSVILLE,AL,35801,MADISON,2562651000,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"HUNTSVILLE HOSPITAL",10039,1,READM-30-PN-HRRP,944,,0.9045,16.5,18.2,150,7/1/2009,"6/30/2012"
10051,"GREENE COUNTY HOSPITAL","509 WILSON AVENUE",EUTAW,AL,35462,GREENE,2053723388,"Acute Care Hospitals","Government - Local",No,"GREENE COUNTY HOSPITAL",10051,1,READM-30-AMI-HRRP,0,7,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
10051,"GREENE COUNTY HOSPITAL","509 WILSON AVENUE",EUTAW,AL,35462,GREENE,2053723388,"Acute Care Hospitals","Government - Local",No,"GREENE COUNTY HOSPITAL",10051,1,READM-30-HF-HRRP,43,,1.1298,22,19.5,16,7/1/2009,"6/30/2012"
10051,"GREENE COUNTY HOSPITAL","509 WILSON AVENUE",EUTAW,AL,35462,GREENE,2053723388,"Acute Care Hospitals","Government - Local",No,"GREENE COUNTY HOSPITAL",10051,1,READM-30-PN-HRRP,37,,1.0357,13.9,13.4,7,7/1/2009,"6/30/2012"
10058,"BIBB MEDICAL CENTER","208 PIERSON AVE",CENTREVILLE,AL,35042,BIBB,2059264881,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BIBB MEDICAL CENTER",10058,1,READM-30-AMI-HRRP,1,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
10058,"BIBB MEDICAL CENTER","208 PIERSON AVE",CENTREVILLE,AL,35042,BIBB,2059264881,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BIBB MEDICAL CENTER",10058,1,READM-30-HF-HRRP,24,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
10058,"BIBB MEDICAL CENTER","208 PIERSON AVE",CENTREVILLE,AL,35042,BIBB,2059264881,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"BIBB MEDICAL CENTER",10058,1,READM-30-PN-HRRP,47,,1.005,16.4,16.3,8,7/1/2009,"6/30/2012"
10059,"LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET",MOULTON,AL,35650,LAWRENCE,2569742200,"Acute Care Hospitals","Government - Hospital District or Authority",Yes,"LAWRENCE MEDICAL CENTER",10059,1,READM-30-AMI-HRRP,21,1,"Not Available","Not Available","Not Available","Not Available",7/1/2009,"6/30/2012"
